id,message,created_time,updated_time,Total_comments,Total_reactions,Total_like,Total_love,Total_haha,Total_wow,Total_sad,Total_angry,Total_likes
1280,We would like to wish everyone a wonderful and Happy Christmas and Hanukkah!! 😀🎉🎊,12/25/2019 9:00,12/25/2019 9:00,0,10,9,1,0,0,0,0,9
1281,A global statistic provided by the UN SDG. This is a harsh reality for many communities in the world. Let's work towards solving this problem on our own continent through the UNICEF  Arm  2030 Vision Challenges on Zindi! 👉 https://zurl.co/nNC9  👉 https://zurl.co/Ule5,12/24/2019 16:00,12/24/2019 16:00,0,1,1,0,0,0,0,0,1
1282,Meet the winners of the Wazihub Soil Moisture Prediction Challenge and gain some insights! A special thank you to the winners for their generous feedback.  👉https://zurl.co/izfR,12/23/2019 17:00,12/23/2019 17:00,0,1,1,0,0,0,0,0,1
1283,"Uber Movement SANRAL Cape Town Challenge $5,500 In SA, approximately 1 million road accidents are reported each year, resulting in 31.9 fatalities per 100,000. This rate can be reduced by ensuring that authorities can respond to reported incidents. 👉https://zurl.co/QVLG",12/22/2019 9:00,12/22/2019 9:00,0,4,3,1,0,0,0,0,3
1284,"Pothole Detection (aka Johno tries fastai): Jonathan Whitaker enjoys playing with data, writing tutorials and sharing his findings from the world of data science. Johno was the 2nd Zindian to join and we are grateful for his contributions.  👉https://zurl.co/z5hr",12/21/2019 17:00,12/21/2019 17:00,0,0,0,0,0,0,0,0,0
1285,There’s growing condemnation of “parachute research” among the global scientific community.  Read more👉https://zurl.co/ZsqT,12/20/2019 23:00,12/20/2019 23:00,0,1,1,0,0,0,0,0,1
1286,"With demand for data science and analytics skills growing in South Africa, Cell C has invested R5million in a partnership with EDSA to provide 24 disadvantaged young men and women in the country with a 12-month ICT skills development course.  👉https://zurl.co/0Bqz",12/19/2019 17:00,12/19/2019 17:00,0,2,2,0,0,0,0,0,2
1287,"""...The great thing about Zindi, is she’s incredibly popular and when she’s invited to a problem-solving-party she brings along hundreds of amazing, incredibly smart friends from across the continent too. A good friend to have indeed!""  A huge thank you to our partner Local Ocean Conservation  for their support! Check out their website here for more information👉https://zurl.co/HHrA",12/18/2019 9:00,12/18/2019 9:00,0,2,2,0,0,0,0,0,2
1288,"Womxn in Big Data South Africa: Female-Headed Households in South Africa Competition: $5,000USD to a female data scientist.  Female household headship has been on the rise in South Africa and tend to face greater social and economic challenges.  👉https://zurl.co/Bwka",12/17/2019 9:00,12/17/2019 9:00,0,3,3,0,0,0,0,0,3
1289,"Zindi is excited to announce the winners of the Xente Credit Scoring Challenge! The challenge attracted 335 data scientists from across the continent and around the world, of whom 96 were on the leaderboard. Some of our winners share their solutions. 😀 👉https://zurl.co/beP8",12/16/2019 17:00,12/16/2019 17:00,0,5,4,1,0,0,0,0,4
1290,Thank you Dr Abdur Rahim for all your support on our platform!  Waziup IOT,12/16/2019 9:00,12/16/2019 12:34,1,5,5,0,0,0,0,0,5
1291,"Where NLP is concerned, it is easier to accomplish an NLP task in English than it is to do in an African language such as Luhya. Take part in the Al4D Language Dataset Challenge to change this reality. 👉https://zurl.co/LHhe   #ZindiChallenge #DataScience #AfricanLanguage #NLP",12/15/2019 9:00,12/15/2019 9:00,0,2,2,0,0,0,0,0,2
1292,"We’re at the end of 2019, and what a year it’s been for Zindi. We’ve given away more than $77 000 in prizes to data scientists, provided companies and non-profit organisations with African machine learning solutions, and we passed 8500 users, across almost every African country.",12/14/2019 17:00,12/14/2019 17:00,0,9,8,1,0,0,0,0,8
1293,"LHCb experiment discovers two, perhaps three, new particles! Are you on the TIC-HEAP Leaderboard? This is part of an effort to explore the use of machine learning to assist in the discovery of new particles.  👉https://zurl.co/zuRy  👉https://zurl.co/Tkeu",12/14/2019 9:00,12/14/2019 22:41,0,0,0,0,0,0,0,0,0
1294,Good luck and a big thank you to all Zindians who participated in this challenge!! The code is now being reviewed 😀   #ZindiChallenge #ZindiHack #DataScience,12/13/2019 17:00,12/13/2019 17:00,0,2,2,0,0,0,0,0,2
1295,Is Julia Set to Take Over Python the Same Way Python Took Over JAVA?  👉https://zurl.co/KiMu,12/13/2019 13:00,12/13/2019 13:00,0,4,4,0,0,0,0,0,4
1296,AI Media is pleased to announce Issue 6 of Synapse - The Voice of African AI & Data Science - Their biggest edition yet!!  👉https://zurl.co/Kwyy,12/13/2019 9:00,12/13/2019 9:00,0,5,5,0,0,0,0,0,5
1297,Thank you AI KENYA!!! 😁,12/12/2019 19:31,12/12/2019 19:31,0,1,1,0,0,0,0,0,1
1298,We would really like you input before the new year begins. 😀 #Zindi #ZindiChallenge #ZindiHack #DataScience #Africa,12/12/2019 17:00,12/12/2019 17:11,1,3,3,0,0,0,0,0,3
1299,👉https://zurl.co/ARsv,12/12/2019 9:00,12/12/2019 9:00,0,4,4,0,0,0,0,0,4
1300,Its Official!! We have over 8500 users on Zindi! 😀 A huge thank you to all those who support us and continue to take part in our competitions based on real-world data that data analysts use to solve challenges all over Africa,12/11/2019 17:00,12/11/2019 17:00,0,7,7,0,0,0,0,0,7
1302,Davis David presented Zindi Africa at the PyCon Tanzania Conference yesterday! 😃 This is the first PyCon event that Zindi has been featured in.,12/11/2019 9:00,12/11/2019 9:29,0,9,9,0,0,0,0,0,9
1303,"Are you Involved in #datascience? What environment do you use to build algorithms? MLaaS Platforms, Notebooks, IDEs? Take the @DevEconomics  survey, tell us about your stack and win prizes!  Give African developers a voice!",12/10/2019 17:00,12/10/2019 17:00,0,6,6,0,0,0,0,0,6
1304,Goodluck and a big thank you to all Zindians who participated in this challenge!! The code is now being reviewed 😀  #ZindiChallenge #DataScience,12/10/2019 16:00,12/10/2019 16:00,0,6,6,0,0,0,0,0,6
1305,Resident Zindian Davis David is at the Pycon conference in Tanzania doing a workshop about the Financial Inclusion Challenge! Stay tuned!,12/10/2019 13:00,12/10/2019 13:00,0,9,9,0,0,0,0,0,9
1306,$10 000 - Don't forget to enter the new UNICEF ARM 2030 Vision Flood Prediction Challenges up on Zindi! Contribute to predicting the location and extent of floods in southern Malawi.  👉https://zurl.co/7pfq  👉https://zurl.co/NIbs,12/10/2019 9:00,12/10/2019 9:00,0,5,5,0,0,0,0,0,5
1307,"Over the next 2 weeks, the NeurIPS 2019 Conference will be running in Vancouver. It brings together researchers from all fields engaged in fundamental work in Machine Learning and Artificial Intelligence. 👉https://zurl.co/7KHW  #NeurIPS2019",12/9/2019 17:00,12/9/2019 17:00,0,5,5,0,0,0,0,0,5
1308,"How far are you with the Uber Movement SANRAL Cape Town Challenge? Take part is predicting when and where road incidents will occur next in Cape Town, as well as win $5000. 👉https://zurl.co/FtRB",12/9/2019 9:00,12/9/2019 9:00,0,6,6,0,0,0,0,0,6
1309,Zindian and Data Scientist at instaDeep is passionate about the art of Artificial Intelligence,12/8/2019 17:00,12/8/2019 19:20,1,19,12,7,0,0,0,0,12
1310,How are you doing on the Sea Turtle Rescue: Forecast Challenge? Help Local Ocean Conservation  anticipate the number of turtles they will rescue as part of their By-Catch Release Programme.  👉 https://zurl.co/HnOc  #ZindiChallenge #ZindiHack #Conservation #datascience,12/8/2019 9:00,12/8/2019 9:00,0,3,3,0,0,0,0,0,3
1311,Well done to the winners of the Hack for Earth Competition! 😁,12/7/2019 18:59,12/8/2019 4:32,1,9,8,1,0,0,0,0,8
1312,"As a female data scientist, you stand a chance to win $5000. Are you on the leaderboard? This competition is sponsored by Women in Big Data South Africa, in collaboration with HERE Technologies and Microsoft  👉 https://zurl.co/JdYS  #ZindiChallenge #womeninbigdata #datascience",12/7/2019 17:00,2/26/2020 17:30,0,8,6,2,0,0,0,0,6
1313,Second Winners at the Dar Machine Learning Hackathon 2019! Well done guys! 😀 #ZindiHack #DataTamasha2019 #AIHackDar19,12/7/2019 9:00,12/7/2019 9:00,0,10,10,0,0,0,0,0,10
1314,Machine Learning and AI enthusiast @Nasereliver works towards bettering the continent of Africa through data science. 🙂  #Zindi #ZindiAddict #Zindian #datascience,12/6/2019 17:00,12/6/2019 17:00,0,11,11,0,0,0,0,0,11
1315,"2020, Zindi is coming for you! #Zindi #ZindiChallenge #ZindiTeam #SolvingAfricanProblems #DataScience",12/6/2019 9:00,12/6/2019 9:00,0,11,10,1,0,0,0,0,10
1316,The Zindi Team had a wonderful day yesterday at the Clay Cafe Hout Bay! Wishing all Zindians a joyous festive season to come as well as a good luck to all those participating in our various challenges. #Zindi #ZindiTeam #endofyearlunch #claycafe,12/5/2019 17:00,12/5/2019 17:00,0,16,16,0,0,0,0,0,16
1317,“There is lack of data and evidence on the existence of women in economic sectors and this makes it hard for MCC to invest in some countries” - Sydney Garfinkel (M&E) analyst Millennium Challenge Corporation. #DataTamasha2019  @dLabTz  #ZindiHack,12/5/2019 13:00,12/5/2019 13:00,0,8,7,1,0,0,0,0,7
1318,“4th Industrial Revolution is more of soft skills oriented. Things like creative and critical thinking are women specialities therefore I believe the 4th Industrial Revolution is an opportunity for women”. - Vannessa Kisowile (Sahara Sparks). @dLabTz @SparkSahara #DataTamasha2019,12/5/2019 9:00,12/5/2019 9:00,0,9,7,2,0,0,0,0,7
1319,Invest Cape Town had a conversation with Zindi CEO and co-founder Celina Lee about our work and the reasons for choosing Cape Town as our base of operations.  👉https://zurl.co/ZvZR,12/4/2019 17:00,12/4/2019 17:00,0,8,8,0,0,0,0,0,8
1320,"@LawrenceMoruye  is one of the very special data scientists on Zindi, equipped with various skills varying from mathematical and critical thinking; problem solving and above all team work!  Check out his LinkedIn 👉https://zurl.co/GACo",12/4/2019 9:00,12/4/2019 9:00,0,11,9,2,0,0,0,0,9
1321,"Some images from a very successful Dar Machine Learning Hackathon 2019, which took place today in Dar es Salaam, Tanzania. 😀 A big thank to one of our ambassadors, Davis David, as well as dLab Tanzania and @DataTamasha   #ZindiHack #DataTamasha2019 AIHackDar2019",12/3/2019 19:00,12/3/2019 19:00,0,13,12,1,0,0,0,0,12
1322,The first ever photograph of light as both a particle and wave! 😀 What are you going to do as the first ever data scientist working on the TIC-HEAP Cirta Particle Classification Challenge?  Link to article 👉https://zurl.co/I6Pi  TIC-HEAP Challenge👉https://zurl.co/XbRL,12/3/2019 17:00,12/3/2019 17:00,0,6,6,0,0,0,0,0,6
1323,"Over the past 5 decades, Malawi has experienced more than 19 major floods and 7 droughts. Participating in the Malawi Flood Prediction Challenge will help countless lives affected by this disaster in the future 👉 https://zurl.co/Lejr | https://zurl.co/bxAt  #ZindiChallenge",12/3/2019 10:00,12/3/2019 10:00,0,3,3,0,0,0,0,0,3
1324,UNICEF Arm 2030 Vision #2: Malawi Floods Data Visualization and Reporting Challenge.   Interpret and generate insights from data on the 2015 flooding and its aftermath. Sponsored by Arm  and UNICEF  as part of the 2030Vision  initiative.  👉https://zurl.co/Rh8N,12/3/2019 9:10,4/13/2021 10:26,1,4,4,0,0,0,0,0,4
1325,UNICEF Arm 2030 Vision #1: Flood Prediction in Malawi. The objective is to build a machine learning model that predicts the location and extent of floods in southern Malawi.  Sponsored by  Arm  and UNICEF  as part of the 2030Vision  initiative.  👉https://zurl.co/2n5J,12/3/2019 9:00,12/3/2019 9:00,0,2,2,0,0,0,0,0,2
1326,"Our website has been updated to allow for a more user friendly experience. On our leaderboard, users can further identify themselves with their country flag, complete a career survey and view competition certificates from their profile. 👉https://zurl.co/A7N1",12/2/2019 17:00,12/2/2019 17:00,0,5,5,0,0,0,0,0,5
1328,"Some images from Hack For Earth in conjunction with Local Ocean Conservation . 😃🌱 A big thank you to Mohamed Jedidi, IEEE Sup'Com Student Branch and OCI Lab for hosting this event!  #ZindiHack #Hackathon #EnvironmentalChallenge #AIcommunity #Tunisia",12/2/2019 17:00,12/3/2019 10:13,0,6,4,2,0,0,0,0,4
1329,👉 https://zurl.co/8rkZ,12/2/2019 8:00,12/2/2019 10:52,1,5,5,0,0,0,0,0,5
1330,"Inspiring words by resident data scientist, Yinka Fadahunsi (DrFad), who uses his skills to solve real world problems. He holds a degree in Electrical Engineering and multiple certificates in Data Science.  Check out his LinkedIn profile for more info 👉 https://zurl.co/W95P",12/1/2019 9:00,12/1/2019 9:00,0,7,7,0,0,0,0,0,7
1331,How far are you with the TIC-HEAP Cirta Particle Classification Challenge? Are you on the leaderboard?  This is the first particle physics machine learning challenge designed for Africa. 👉 https://zurl.co/tbFT   #zindiafrica #zindichallenge #particlephysics,11/30/2019 17:00,11/30/2019 17:00,0,1,1,0,0,0,0,0,1
1332,Part 1 of the AI4D-African Dataset Challenge is now closed 👉 https://zurl.co/oN1n,11/30/2019 17:00,11/30/2019 17:00,0,3,3,0,0,0,0,0,3
1333,Surprise Challenge!! 😀 The objective is to create a machine learning model to help Local Ocean Conservation  anticipate the number of turtles they will rescue from each of their rescue sites as part of their By-Catch Release Programme.  👉 https://zurl.co/YlN7,11/30/2019 10:34,11/30/2019 10:34,0,5,5,0,0,0,0,0,5
1334,Transforming Africa with machine translation and AI. It is an effort being undertaken by African technologists to translate African languages using neural machine translation. Read about Kathleen Siminyu and her journey with Masakhane.  👉 https://zurl.co/zi8l,11/30/2019 10:00,11/30/2019 10:00,0,5,5,0,0,0,0,0,5
1335,A comprehensive tutorial on how to read a pickle (.pkl) file supplied by Python. 🙂 👉 https://zurl.co/R91J,11/30/2019 9:00,11/30/2019 9:00,0,5,5,0,0,0,0,0,5
1336,"AI4D-African Language Dataset Challenge part 1 is closing tomorrow!   AI4D-Africa is a network of excellence in AI in sub-Saharan Africa. It aims to strengthen and develop community, scientific and technological excellence in a range of AI-related areas. 👉https://zurl.co/BzT0",11/29/2019 13:00,11/29/2019 13:00,0,4,3,0,0,0,1,0,3
1337,,11/29/2019 10:36,11/29/2019 11:47,1,7,7,0,0,0,0,0,7
1338,How are you doing on the Uber Prediction Challenge? 👉 https://zurl.co/Ou1B   #zindiafrica #zindichallenge #uber #sanral #capetown #datascience,11/29/2019 10:22,11/29/2019 10:22,0,3,3,0,0,0,0,0,3
1339,A one-day Hackathon where technology meets ecology. Solving an environmental challenge for the common good and AI community in Tunisia.    Hosted by IEEE Sup'Com Student Branch and OCI Lab  👉https://zurl.co/Ddwh  Application link: https://zurl.co/wewg    #ZindiHack,11/28/2019 17:00,11/28/2019 17:00,0,10,7,3,0,0,0,0,7
1340,The Xente credit scoring challenge closes on Sunday. Are you on the leaderboard?  👉 https://zurl.co/Yy4Y,11/28/2019 9:00,11/28/2019 9:00,0,2,2,0,0,0,0,0,2
1341,"Take the Developer Economics Q4 2019 survey and win one out of $16,000+ worth of prizes. Let's make sure the voices of African devs are heard! #DevEconomicsSurvey #Zindi #datascience #machinelearning #devcommunity #AI  Take the survey here 👉https://zurl.co/rPEi",11/28/2019 7:14,11/28/2019 7:14,0,5,4,1,0,0,0,0,4
1342,Well done to  @Davis_McDavid for participating in the Arusha Data Hackathon as well as a big thank you to dLab Tanzania!  #ZindiHack,11/27/2019 17:00,11/27/2019 17:00,0,9,9,0,0,0,0,0,9
1343,,11/27/2019 9:00,11/27/2019 9:00,0,7,7,0,0,0,0,0,7
1344,"Have you tried the MIIA Pothole Classification Challenge yet?   If not, here you go: https://zurl.co/bCtB",11/27/2019 9:00,11/27/2019 9:00,0,4,4,0,0,0,0,0,4
1345,This is the first particle physics machine learning challenge that is designed for Africa and it is on Zindi. Try out this challenge here 👉 https://zurl.co/THyp,11/26/2019 16:00,11/26/2019 16:00,0,1,1,0,0,0,0,0,1
1346,A new challenge with  Women in Big Data and HERE Technologies. The aim is to predict the percentage of Female-Headed Households that are low income in South Africa.   👉https://zurl.co/CTCd.  #codelikeagirl #bigdata,11/26/2019 16:00,11/26/2019 16:00,0,12,12,0,0,0,0,0,12
1347,We have launched a new challenge with Women in Big Data South Africa. The aim is to predict the percentage of Female-Headed Households that are low income in South Africa.👉https://zurl.co/CTCd.   We encourage everyone to enter but prizes will only be awarded to African women.   #codelikeagirl #bigdata,11/25/2019 17:13,11/25/2019 17:13,0,12,11,1,0,0,0,0,11
1348,Well done to GalsenAi for hosting their first #ZindiHack and to all the participants!  Thank you to @ExpressoHub  Baamtu Dakar Institute of Technology GAINDE 2000,11/25/2019 12:35,11/25/2019 12:35,0,9,8,1,0,0,0,0,8
